start	end	type	unit	value	param
155964	155962	CommandNet>Relation			subject
155965	155964	CommandNet>Relation			subject
155965	155958	CommandNet>Relation			object
155966	10	has		Udon noodle with mixed vegetable and shrimp, scallop in mushroom base broth. 	
155966	45	has	usd	11.95	
155966	46	has		1	
155966	47	has		25	
155966	48	has		1	
155966	20	has		item	
155966	49	has		11.95	
155836	155966	says			
155224	155966	has_obtainable			
155966	155967	token			
155966	155969	has_token			
155966	155970	has_token			
155966	155971	has_token			
155966	155972	has_token			
155966	155973	has_token			
155966	155974	has_token			
155967	155968	CommandNet>Relation			
155968	155970	CommandNet>Relation			
155968	155976	CommandNet>Relation			
155975	155974	CommandNet>Relation			subject
155975	155971	CommandNet>Relation			subject
155975	155972	CommandNet>Relation			subject
155975	155973	CommandNet>Relation			subject
155976	155975	CommandNet>Relation			subject
155976	155969	CommandNet>Relation			object
155977	20	has		menu	
155977	10	has			
155224	155977	contains_group			
155978	10	has			
155978	45	has	usd	5.95	
155978	46	has		1	
155978	47	has		25	
155978	48	has		1	
155978	20	has		item	
155978	49	has		7.95	
155977	155978	says			
155224	155978	has_obtainable			
155978	155979	token			
155978	155981	has_token			
155978	155982	has_token			
155978	155983	has_token			
155978	155984	has_token			
155978	155985	has_token			
155979	155980	CommandNet>Relation			
155980	155982	CommandNet>Relation			
155980	155987	CommandNet>Relation			
155980	155984	CommandNet>Relation			
155986	155983	CommandNet>Relation			subject
155986	155985	CommandNet>Relation			subject
155987	155986	CommandNet>Relation			subject
155987	155981	CommandNet>Relation			object
155988	50	has		1	
155988	20	has		price group	
155988	10	has		 	
155988	51	has		1	
155978	155988	contains_group			
155989	45	has	usd	5.95	
155989	20	has		option	
155989	10	has			
155989	49	has		5.45	
155988	155989	contains_item			
155989	4535	token			
155989	4537	has_token			
155990	45	has	usd	7.95	
155990	20	has		option	
155990	10	has			
155990	49	has		7.25	
155988	155990	contains_item			
155990	4539	token			
155990	4541	has_token			
155991	10	has			
155991	45	has	usd	5.95	
155991	46	has		1	
155991	47	has		25	
155991	48	has		1	
155991	20	has		item	
155991	49	has		7.95	
155977	155991	says			
155224	155991	has_obtainable			
155991	155992	token			
155991	155994	has_token			
155991	155995	has_token			
155991	155996	has_token			
155991	155997	has_token			
155991	155998	has_token			
155992	155993	CommandNet>Relation			
155993	155995	CommandNet>Relation			
155993	156000	CommandNet>Relation			
155993	155997	CommandNet>Relation			
155999	155996	CommandNet>Relation			subject
155999	155998	CommandNet>Relation			subject
156000	155999	CommandNet>Relation			subject
156000	155994	CommandNet>Relation			object
156001	50	has		1	
156001	20	has		price group	
156001	10	has			
156001	51	has		1	
155991	156001	contains_group			
156002	45	has	usd	5.95	
156002	20	has		option	
156002	10	has			
156002	49	has		5.95	
156001	156002	contains_item			
156002	4535	token			
156002	4537	has_token			
156003	45	has	usd	7.95	
156003	20	has		option	
156003	10	has			
156003	49	has		7.95	
156001	156003	contains_item			
156003	4539	token			
156003	4541	has_token			
156004	10	has			
156004	45	has	usd	5.95	
156004	46	has		1	
156004	47	has		25	
156004	48	has		1	
156004	20	has		item	
156004	49	has		7.95	
155977	156004	says			
155224	156004	has_obtainable			
156004	156005	token			
156004	156007	has_token			
156004	156008	has_token			
156004	156009	has_token			
156004	156010	has_token			
156004	156011	has_token			
156005	156006	CommandNet>Relation			
156006	156008	CommandNet>Relation			
156006	156013	CommandNet>Relation			
156006	156010	CommandNet>Relation			
156012	156009	CommandNet>Relation			subject
156012	156011	CommandNet>Relation			subject
156013	156012	CommandNet>Relation			subject
156013	156007	CommandNet>Relation			object
156014	50	has		1	
156014	20	has		price group	
156014	10	has			
156014	51	has		1	
156004	156014	contains_group			
156015	45	has	usd	5.95	
156015	20	has		option	
156015	10	has			
156015	49	has		5.45	
156014	156015	contains_item			
156015	4535	token			
156015	4537	has_token			
156016	45	has	usd	7.95	
156016	20	has		option	
156016	10	has			
156016	49	has		7.25	
156014	156016	contains_item			
156016	4539	token			
156016	4541	has_token			
156017	10	has			
156017	45	has	usd	5.95	
156017	46	has		1	
156017	47	has		25	
156017	48	has		1	
156017	20	has		item	
156017	49	has		7.95	
155977	156017	says			
155224	156017	has_obtainable			
156017	156018	token			
156017	156020	has_token			
156017	156021	has_token			
156017	156022	has_token			
156017	156023	has_token			
156017	156024	has_token			
156018	156019	CommandNet>Relation			
156019	156021	CommandNet>Relation			
156019	156026	CommandNet>Relation			
156019	156023	CommandNet>Relation			
156025	156022	CommandNet>Relation			subject
156025	156024	CommandNet>Relation			subject
156026	156025	CommandNet>Relation			subject
156026	156020	CommandNet>Relation			object
156027	50	has		1	
156027	20	has		price group	
156027	10	has			
156027	51	has		1	
156017	156027	contains_group			
156028	45	has	usd	5.95	
156028	20	has		option	
156028	10	has			
156028	49	has		5.95	
156027	156028	contains_item			
156028	4535	token			
156028	4537	has_token			
156029	45	has	usd	7.95	
156029	20	has		option	
156029	10	has			
156029	49	has		7.95	
156027	156029	contains_item			
156029	4539	token			
156029	4541	has_token			
156030	10	has		With carrots, broccoli and onions.	
156030	45	has	usd	5.25	
156030	46	has		1	
156030	47	has		25	
156030	48	has		1	
156030	20	has		item	
156030	49	has		7.25	
155977	156030	says			
155224	156030	has_obtainable			
156030	156031	token			
156030	156033	has_token			
156030	156034	has_token			
156030	156035	has_token			
156030	156036	has_token			
156030	156037	has_token			
156031	156032	CommandNet>Relation			
156032	156034	CommandNet>Relation			
156032	156039	CommandNet>Relation			
156032	156036	CommandNet>Relation			
156038	156035	CommandNet>Relation			subject
156038	156037	CommandNet>Relation			subject
156039	156038	CommandNet>Relation			subject
156039	156033	CommandNet>Relation			object
156040	50	has		1	
156040	20	has		price group	
156040	10	has			
156040	51	has		1	
156030	156040	contains_group			
156041	45	has	usd	5.25	
156041	20	has		option	
156041	10	has			
156041	49	has		5.25	
156040	156041	contains_item			
156041	4535	token			
156041	4537	has_token			
156042	45	has	usd	7.25	
156042	20	has		option	
156042	10	has			
156042	49	has		7.25	
156040	156042	contains_item			
156042	4539	token			
156042	4541	has_token			
156043	10	has		Choice of chicken, beef, pork or vegetables.	
156043	45	has	usd	8.95	
156043	46	has		1	
156043	47	has		25	
156043	48	has		1	
156043	20	has		item	
156043	49	has		8.95	
155977	156043	says			
155224	156043	has_obtainable			
156043	156044	token			
156043	156046	has_token			
156043	156047	has_token			
156043	156048	has_token			
156043	156049	has_token			
156043	156050	has_token			
156044	156045	CommandNet>Relation			
156045	156047	CommandNet>Relation			
156045	156052	CommandNet>Relation			
156045	156049	CommandNet>Relation			
156051	156048	CommandNet>Relation			subject
156051	156050	CommandNet>Relation			subject
156052	156051	CommandNet>Relation			subject
156052	156046	CommandNet>Relation			object
156053	50	has		1	
156053	20	has		option group	
156053	10	has			
156053	51	has		1	
156053	52	has		0	
156043	156053	contains_group			
156054	45	has	usd	0	
156054	20	has		option	
156054	10	has			
156054	49	has		0	
156053	156054	contains_item			
156054	243	token			
156054	245	has_token			
156055	45	has	usd	0	
156055	20	has		option	
156055	10	has			
156055	49	has		0	
156053	156055	contains_item			
156055	247	token			
156055	249	has_token			
156056	45	has	usd	0	
156056	20	has		option	
156056	10	has			
156056	49	has		0	
156053	156056	contains_item			
156056	4077	token			
156056	4079	has_token			
156057	45	has	usd	0	
156057	20	has		option	
156057	10	has		With broccoli and carrots.	
156057	49	has		0	
156053	156057	contains_item			
156057	6547	token			
156057	6549	has_token			
156058	10	has		Choice of chicken, beef, pork or vegetables.	
156058	45	has	usd	8.55	
156058	46	has		1	
156058	47	has		25	
156058	48	has		1	
156058	20	has		item	
156058	49	has		8.55	
155977	156058	says			
155224	156058	has_obtainable			
156058	156059	token			
156058	156061	has_token			
156058	156062	has_token			
156058	156063	has_token			
156058	156064	has_token			
156058	156065	has_token			
156059	156060	CommandNet>Relation			
156060	156062	CommandNet>Relation			
156060	156067	CommandNet>Relation			
156060	156064	CommandNet>Relation			
156066	156063	CommandNet>Relation			subject
156066	156065	CommandNet>Relation			subject
156067	156066	CommandNet>Relation			subject
156067	156061	CommandNet>Relation			object
156068	50	has		1	
156068	20	has		option group	
156068	10	has			
156068	51	has		1	
156068	52	has		0	
156058	156068	contains_group			
156069	45	has	usd	0	
156069	20	has		option	
156069	10	has			
156069	49	has		0	
156068	156069	contains_item			
156069	243	token			
156069	245	has_token			
156070	45	has	usd	0	
156070	20	has		option	
156070	10	has			
156070	49	has		0	
156068	156070	contains_item			
156070	247	token			
156070	249	has_token			
156071	45	has	usd	0	
156071	20	has		option	
156071	10	has			
156071	49	has		0	
156068	156071	contains_item			
156071	4077	token			
156071	4079	has_token			
156072	45	has	usd	0	
156072	20	has		option	
156072	10	has		With broccoli and carrots.	
156072	49	has		0	
156068	156072	contains_item			
156072	6547	token			
156072	6549	has_token			
156073	10	has		Shrimp, chicken and beef.	
156073	45	has	usd	6.55	
156073	46	has		1	
156073	47	has		25	
156073	48	has		1	
156073	20	has		item	
156073	49	has		8.95	
155977	156073	says			
155224	156073	has_obtainable			
156073	156074	token			
156073	156076	has_token			
156073	156077	has_token			
156073	156078	has_token			
156073	156079	has_token			
156073	156080	has_token			
156074	156075	CommandNet>Relation			
156075	156081	CommandNet>Relation			
156075	156077	CommandNet>Relation			
156075	156078	CommandNet>Relation			
156075	156079	CommandNet>Relation			
156081	156076	CommandNet>Relation			object
156081	156080	CommandNet>Relation			subject
156082	50	has		1	
156082	20	has		price group	
156082	10	has			
156082	51	has		1	
156073	156082	contains_group			
156083	45	has	usd	6.55	
156083	20	has		option	
156083	10	has			
156083	49	has		6.55	
156082	156083	contains_item			
156083	4535	token			
156083	4537	has_token			
156084	45	has	usd	8.95	
156084	20	has		option	
156084	10	has			
156084	49	has		8.95	
156082	156084	contains_item			
156084	4539	token			
156084	4541	has_token			
156085	10	has		With choice of chicken, beef, pork, shrimp or vegetables.	
156085	45	has	usd	6.55	
156085	46	has		1	
156085	47	has		25	
156085	48	has		1	
156085	20	has		item	
156085	49	has		8.95	
155977	156085	says			
155224	156085	has_obtainable			
156085	156086	token			
156085	156088	has_token			
156085	156089	has_token			
156085	156090	has_token			
156085	156091	has_token			
156085	156092	has_token			
156086	156087	CommandNet>Relation			
156087	156089	CommandNet>Relation			
156087	156094	CommandNet>Relation			
156087	156091	CommandNet>Relation			
156093	156090	CommandNet>Relation			subject
156093	156092	CommandNet>Relation			subject
156094	156093	CommandNet>Relation			subject
156094	156088	CommandNet>Relation			object
156095	50	has		1	
156095	20	has		price group	
156095	10	has			
156095	51	has		1	
156085	156095	contains_group			
156096	45	has	usd	6.55	
156096	20	has		option	
156096	10	has			
156096	49	has		0	
156095	156096	contains_item			
156096	21696	token			
156096	21698	has_token			
156097	45	has	usd	8.95	
156097	20	has		option	
156097	10	has			
156097	49	has		0	
156095	156097	contains_item			
156097	20815	token			
156097	20817	has_token			
156098	20	has		menu	
156098	10	has			
155224	156098	contains_group			
156099	10	has			
156099	45	has	usd	5.95	
156099	46	has		1	
156099	47	has		25	
156099	48	has		1	
156099	20	has		item	
156099	49	has		7.95	
156098	156099	says			
155224	156099	has_obtainable			
156099	156100	token			
156099	156102	has_token			
156099	156103	has_token			
156099	156104	has_token			
156099	156105	has_token			
156099	156106	has_token			
156100	156101	CommandNet>Relation			
156101	156107	CommandNet>Relation			
156101	156103	CommandNet>Relation			
156101	156105	CommandNet>Relation			
156101	156106	CommandNet>Relation			
156107	156102	CommandNet>Relation			object
156107	156104	CommandNet>Relation			subject
156108	50	has		1	
156108	20	has		price group	
156108	10	has			
156108	51	has		1	
156099	156108	contains_group			
156109	45	has	usd	5.95	
156109	20	has		option	
156109	10	has			
156109	49	has		5.45	
156108	156109	contains_item			
156109	4535	token			
156109	4537	has_token			
156110	45	has	usd	7.95	
156110	20	has		option	
156110	10	has			
156110	49	has		7.25	
156108	156110	contains_item			
156110	4539	token			
156110	4541	has_token			
156111	10	has			
156111	45	has	usd	5.95	
156111	46	has		1	
156111	47	has		25	
156111	48	has		1	
156111	20	has		item	
156111	49	has		7.95	
156098	156111	says			
155224	156111	has_obtainable			
156111	37391	token			
156111	37393	has_token			
156111	37394	has_token			
156111	37395	has_token			
156111	37396	has_token			
156111	37397	has_token			
156112	50	has		1	
156112	20	has		price group	
156112	10	has			
156112	51	has		1	
156111	156112	contains_group			
156113	45	has	usd	5.95	
156113	20	has		option	
156113	10	has			
156113	49	has		5.95	
156112	156113	contains_item			
156113	4535	token			
156113	4537	has_token			
156114	45	has	usd	7.95	
156114	20	has		option	
156114	10	has			
156114	49	has		7.95	
156112	156114	contains_item			
156114	4539	token			
156114	4541	has_token			
156115	10	has			
156115	45	has	usd	5.95	
156115	46	has		1	
156115	47	has		25	
156115	48	has		1	
156115	20	has		item	
156115	49	has		7.95	
156098	156115	says			
155224	156115	has_obtainable			
156115	156116	token			
156115	156118	has_token			
156115	156119	has_token			
156115	156120	has_token			
156115	156121	has_token			
156115	156122	has_token			
156115	156123	has_token			
156116	156117	CommandNet>Relation			
156117	156124	CommandNet>Relation			
156117	156119	CommandNet>Relation			
156117	156120	CommandNet>Relation			
156117	156122	CommandNet>Relation			
156117	156123	CommandNet>Relation			
156124	156118	CommandNet>Relation			object
156124	156121	CommandNet>Relation			subject
156125	50	has		1	
156125	20	has		price group	
156125	10	has			
156125	51	has		1	
156115	156125	contains_group			
156126	45	has	usd	5.95	
156126	20	has		option	
156126	10	has			
156126	49	has		5.45	
156125	156126	contains_item			
156126	4535	token			
156126	4537	has_token			
156127	45	has	usd	7.95	
156127	20	has		option	
156127	10	has			
156127	49	has		7.25	
156125	156127	contains_item			
156127	4539	token			
156127	4541	has_token			
156128	10	has			
156128	45	has	usd	5.95	
156128	46	has		1	
156128	47	has		25	
156128	48	has		1	
156128	20	has		item	
156128	49	has		7.95	
156098	156128	says			
155224	156128	has_obtainable			
156128	37434	token			
156128	37436	has_token			
156128	37437	has_token			
156128	37438	has_token			
156128	37439	has_token			
156128	37440	has_token			
156129	50	has		1	
156129	20	has		price group	
156129	10	has			
156129	51	has		1	
156128	156129	contains_group			
156130	45	has	usd	5.95	
156130	20	has		option	
156130	10	has			
156130	49	has		5.95	
156129	156130	contains_item			
156130	4535	token			
156130	4537	has_token			
156131	45	has	usd	7.95	
156131	20	has		option	
156131	10	has			
156131	49	has		7.95	
156129	156131	contains_item			
156131	4539	token			
156131	4541	has_token			
156132	10	has		With broccoli, carrots and onions.	
156132	45	has	usd	5.95	
156132	46	has		1	
156132	47	has		25	
156132	48	has		1	
156132	20	has		item	
156132	49	has		7.95	
156098	156132	says			
155224	156132	has_obtainable			
156132	156133	token			
156132	156135	has_token			
156132	156136	has_token			
156132	156137	has_token			
156132	156138	has_token			
156132	156139	has_token			
156133	156134	CommandNet>Relation			
156134	156140	CommandNet>Relation			
156134	156136	CommandNet>Relation			
156134	156138	CommandNet>Relation			
156134	156139	CommandNet>Relation			
156140	156135	CommandNet>Relation			object
156140	156137	CommandNet>Relation			subject
156141	50	has		1	
156141	20	has		price group	
156141	10	has			
156141	51	has		1	
156132	156141	contains_group			
156142	45	has	usd	5.95	
156142	20	has		option	
156142	10	has			
156142	49	has		5.25	
156141	156142	contains_item			
156142	4535	token			
156142	4537	has_token			
156143	45	has	usd	7.95	
156143	20	has		option	
156143	10	has			
156143	49	has		7.25	
156141	156143	contains_item			
156143	4539	token			
156143	4541	has_token			
156144	10	has		With choice of chicken, beef, pork or vegetables.	
156144	45	has	usd	8.95	
156144	46	has		1	
156144	47	has		25	
156144	48	has		1	
156144	20	has		item	
156144	49	has		8.95	
156098	156144	says			
155224	156144	has_obtainable			
156144	156145	token			
156144	156147	has_token			
156144	156148	has_token			
156144	156149	has_token			
156144	156150	has_token			
156144	156151	has_token			
156145	156146	CommandNet>Relation			
156146	156152	CommandNet>Relation			
156146	156148	CommandNet>Relation			
156146	156150	CommandNet>Relation			
156146	156151	CommandNet>Relation			
156152	156147	CommandNet>Relation			object
156152	156149	CommandNet>Relation			subject
156153	50	has		1	
156153	20	has		option group	
156153	10	has			
156153	51	has		1	
156153	52	has		0	
156144	156153	contains_group			
156154	45	has	usd	0	
156154	20	has		option	
156154	10	has			
156154	49	has		0	
156153	156154	contains_item			
156154	243	token			
156154	245	has_token			
156155	45	has	usd	0	
156155	20	has		option	
156155	10	has			
156155	49	has		0	
156153	156155	contains_item			
156155	247	token			
156155	249	has_token			
156156	45	has	usd	0	
156156	20	has		option	
156156	10	has			
156156	49	has		0	
156153	156156	contains_item			
156156	4077	token			
156156	4079	has_token			
156157	45	has	usd	0	
156157	20	has		option	
156157	10	has		With broccoli and carrots.	
156157	49	has		0	
156153	156157	contains_item			
156157	6547	token			
156157	6549	has_token			
156158	10	has		With chicken, beef, pork or vegetables. Hot n spicy!	
156158	45	has	usd	8.55	
156158	46	has		1	
156158	47	has		25	
156158	48	has		1	
156158	20	has		item	
156158	49	has		8.55	
156098	156158	says			
155224	156158	has_obtainable			
156158	156159	token			
156158	156161	has_token			
156158	156162	has_token			
156158	156163	has_token			
156158	156164	has_token			
156158	156165	has_token			
156159	156160	CommandNet>Relation			
156160	156166	CommandNet>Relation			
156160	156162	CommandNet>Relation			
156160	156164	CommandNet>Relation			
156160	156165	CommandNet>Relation			
156166	156161	CommandNet>Relation			object
156166	156163	CommandNet>Relation			subject
156167	50	has		1	
156167	20	has		option group	
156167	10	has			
156167	51	has		1	
156167	52	has		0	
156158	156167	contains_group			
156168	45	has	usd	0	
156168	20	has		option	
156168	10	has			
156168	49	has		0	
156167	156168	contains_item			
156168	243	token			
156168	245	has_token			
156169	45	has	usd	0	
156169	20	has		option	
156169	10	has			
156169	49	has		0	
156167	156169	contains_item			
156169	247	token			
156169	249	has_token			
156170	45	has	usd	0	
156170	20	has		option	
156170	10	has			
156170	49	has		0	
156167	156170	contains_item			
156170	4077	token			
156170	4079	has_token			
156171	45	has	usd	0	
156171	20	has		option	
156171	10	has		With broccoli and carrots.	
156171	49	has		0	
156167	156171	contains_item			
156171	6547	token			
156171	6549	has_token			
156172	10	has		With shrimp, chicken and beef.	
156172	45	has	usd	6.55	
156172	46	has		1	
156172	47	has		25	
156172	48	has		1	
156172	20	has		item	
156172	49	has		8.95	
156098	156172	says			
155224	156172	has_obtainable			
156172	156173	token			
156172	156175	has_token			
156172	156176	has_token			
156172	156177	has_token			
156172	156178	has_token			
156172	156179	has_token			
156173	156174	CommandNet>Relation			
156174	156175	CommandNet>Relation			
156174	156176	CommandNet>Relation			
156174	156177	CommandNet>Relation			
156174	156178	CommandNet>Relation			
156174	156179	CommandNet>Relation			
156180	50	has		1	
156180	20	has		price group	
156180	10	has			
156180	51	has		1	
156172	156180	contains_group			
156181	45	has	usd	6.55	
156181	20	has		option	
156181	10	has			
156181	49	has		0	
156180	156181	contains_item			
156181	21696	token			
156181	21698	has_token			
156182	45	has	usd	8.95	
156182	20	has		option	
156182	10	has			
156182	49	has		0	
156180	156182	contains_item			
156182	20815	token			
156182	20817	has_token			
156183	20	has		menu	
156183	10	has		Flat noodles.	
155224	156183	contains_group			
156184	10	has			
156184	45	has	usd	9.95	
156184	46	has		1	
156184	47	has		25	
156184	48	has		1	
156184	20	has		item	
156184	49	has		9.95	
156183	156184	says			
155224	156184	has_obtainable			
156184	156185	token			
156184	156187	has_token			
156184	156188	has_token			
156184	156189	has_token			
156184	156190	has_token			
156184	156191	has_token			
156184	156192	has_token			
156185	156186	CommandNet>Relation			
156186	156193	CommandNet>Relation			
156186	156188	CommandNet>Relation			
156186	156190	CommandNet>Relation			
156186	156191	CommandNet>Relation			
156186	156192	CommandNet>Relation			
156193	156187	CommandNet>Relation			object
156193	156189	CommandNet>Relation			subject
156194	10	has			
156194	45	has	usd	9.95	
156194	46	has		1	
156194	47	has		25	
156194	48	has		1	
156194	20	has		item	
156194	49	has		9.95	
156183	156194	says			
155224	156194	has_obtainable			
156194	156195	token			
156194	156197	has_token			
156194	156198	has_token			
156194	156199	has_token			
156194	156200	has_token			
156194	156201	has_token			
156194	156202	has_token			
156195	156196	CommandNet>Relation			
156196	156203	CommandNet>Relation			
156196	156198	CommandNet>Relation			
156196	156200	CommandNet>Relation			
156196	156201	CommandNet>Relation			
156196	156202	CommandNet>Relation			
156203	156197	CommandNet>Relation			object
156203	156199	CommandNet>Relation			subject
156204	10	has			
156204	45	has	usd	9.95	
156204	46	has		1	
156204	47	has		25	
156204	48	has		1	
156204	20	has		item	
156204	49	has		9.95	
156183	156204	says			
155224	156204	has_obtainable			
156204	156205	token			
156204	156207	has_token			
156204	156208	has_token			
156204	156209	has_token			
156204	156210	has_token			
156204	156211	has_token			
156204	156212	has_token			
156205	156206	CommandNet>Relation			
156206	156213	CommandNet>Relation			
156206	156208	CommandNet>Relation			
156206	156210	CommandNet>Relation			
156206	156211	CommandNet>Relation			
156206	156212	CommandNet>Relation			
156213	156207	CommandNet>Relation			object
156213	156209	CommandNet>Relation			subject
156214	10	has			
156214	45	has	usd	9.95	
156214	46	has		1	
156214	47	has		25	
156214	48	has		1	
156214	20	has		item	
156214	49	has		9.95	
156183	156214	says			
155224	156214	has_obtainable			
156214	156215	token			
156214	156217	has_token			
156214	156218	has_token			
156214	156219	has_token			
156214	156220	has_token			
156214	156221	has_token			
156214	156222	has_token			
156214	156223	has_token			
156215	156216	CommandNet>Relation			
156216	156224	CommandNet>Relation			
156216	156218	CommandNet>Relation			
156216	156219	CommandNet>Relation			
156216	156221	CommandNet>Relation			
156216	156222	CommandNet>Relation			
156216	156223	CommandNet>Relation			
156224	156217	CommandNet>Relation			object
156224	156220	CommandNet>Relation			subject
156225	10	has		With broccoli, carrots and onions.	
156225	45	has	usd	8.95	
156225	46	has		1	
156225	47	has		25	
156225	48	has		1	
156225	20	has		item	
156225	49	has		8.95	
156183	156225	says			
155224	156225	has_obtainable			
156225	156226	token			
156225	156228	has_token			
156225	156229	has_token			
156225	156230	has_token			
156225	156231	has_token			
156225	156232	has_token			
156225	156233	has_token			
156226	156227	CommandNet>Relation			
156227	156234	CommandNet>Relation			
156227	156229	CommandNet>Relation			
156227	156231	CommandNet>Relation			
156227	156232	CommandNet>Relation			
156227	156233	CommandNet>Relation			
156234	156228	CommandNet>Relation			object
156234	156230	CommandNet>Relation			subject
156235	10	has		Shrimp, chicken and beef.	
156235	45	has	usd	10.95	
156235	46	has		1	
156235	47	has		25	
156235	48	has		1	
156235	20	has		item	
156235	49	has		10.95	
156183	156235	says			
155224	156235	has_obtainable			
156235	156236	token			
156235	156238	has_token			
156235	156239	has_token			
156235	156240	has_token			
156235	156241	has_token			
156235	156242	has_token			
156235	156243	has_token			
156236	156237	CommandNet>Relation			
156237	156238	CommandNet>Relation			
156237	156239	CommandNet>Relation			
156237	156240	CommandNet>Relation			
156237	156241	CommandNet>Relation			
156237	156242	CommandNet>Relation			
156237	156243	CommandNet>Relation			
156244	20	has		menu	
156244	10	has		Thin noodles.	
155224	156244	contains_group			
156245	10	has			
156245	45	has	usd	9.95	
156245	46	has		1	
156245	47	has		25	
156245	48	has		1	
156245	20	has		item	
156245	49	has		9.95	
156244	156245	says			
155224	156245	has_obtainable			
156245	156246	token			
156245	156248	has_token			
156245	156249	has_token			
156245	156250	has_token			
156245	156251	has_token			
156245	156252	has_token			
156245	156253	has_token			
156246	156247	CommandNet>Relation			
156247	156254	CommandNet>Relation			
156247	156249	CommandNet>Relation			
156247	156251	CommandNet>Relation			
156247	156252	CommandNet>Relation			
156247	156253	CommandNet>Relation			
156254	156248	CommandNet>Relation			object
156254	156250	CommandNet>Relation			subject
156255	10	has			
156255	45	has	usd	9.95	
156255	46	has		1	
156255	47	has		25	
156255	48	has		1	
156255	20	has		item	
156255	49	has		9.95	
156244	156255	says			
155224	156255	has_obtainable			
156255	156256	token			
156255	156258	has_token			
156255	156259	has_token			
156255	156260	has_token			
156255	156261	has_token			
156255	156262	has_token			
156255	156263	has_token			
156256	156257	CommandNet>Relation			
156257	156264	CommandNet>Relation			
156257	156259	CommandNet>Relation			
156257	156261	CommandNet>Relation			
156257	156262	CommandNet>Relation			
156257	156263	CommandNet>Relation			
156264	156258	CommandNet>Relation			object
156264	156260	CommandNet>Relation			subject
156265	10	has			
156265	45	has	usd	9.95	
156265	46	has		1	
156265	47	has		25	
156265	48	has		1	
156265	20	has		item	
156265	49	has		9.95	
156244	156265	says			
155224	156265	has_obtainable			
156265	156266	token			
156265	156268	has_token			
156265	156269	has_token			
156265	156270	has_token			
156265	156271	has_token			
156265	156272	has_token			
156265	156273	has_token			
156266	156267	CommandNet>Relation			
156267	156274	CommandNet>Relation			
156267	156269	CommandNet>Relation			
156267	156271	CommandNet>Relation			
156267	156272	CommandNet>Relation			
156267	156273	CommandNet>Relation			
156274	156268	CommandNet>Relation			object
156274	156270	CommandNet>Relation			subject
156275	10	has			
156275	45	has	usd	9.95	
156275	46	has		1	
156275	47	has		25	
156275	48	has		1	
156275	20	has		item	
156275	49	has		9.95	
156244	156275	says			
155224	156275	has_obtainable			
156275	156276	token			
156275	156278	has_token			
156275	156279	has_token			
156275	156280	has_token			
156275	156281	has_token			
156275	156282	has_token			
156275	156283	has_token			
156275	156284	has_token			
156276	156277	CommandNet>Relation			
156277	156285	CommandNet>Relation			
156277	156279	CommandNet>Relation			
156277	156280	CommandNet>Relation			
156277	156282	CommandNet>Relation			
156277	156283	CommandNet>Relation			
156277	156284	CommandNet>Relation			
156285	156278	CommandNet>Relation			object
156285	156281	CommandNet>Relation			subject
156286	10	has		With broccoli, carrots and onions.	
156286	45	has	usd	9.95	
156286	46	has		1	
156286	47	has		25	
156286	48	has		1	
156286	20	has		item	
156286	49	has		9.95	
156244	156286	says			
155224	156286	has_obtainable			
156286	156287	token			
156286	156289	has_token			
156286	156290	has_token			
156286	156291	has_token			
156286	156292	has_token			
156286	156293	has_token			
156286	156294	has_token			
156287	156288	CommandNet>Relation			
156288	156295	CommandNet>Relation			
156288	156290	CommandNet>Relation			
156288	156292	CommandNet>Relation			
156288	156293	CommandNet>Relation			
156288	156294	CommandNet>Relation			
156295	156289	CommandNet>Relation			object
156295	156291	CommandNet>Relation			subject
156296	10	has		Shrimp, chicken and beef.	
156296	45	has	usd	10.95	
156296	46	has		1	
156296	47	has		25	
156296	48	has		1	
156296	20	has		item	
156296	49	has		10.95	
156244	156296	says			
155224	156296	has_obtainable			
156296	156297	token			
156296	156299	has_token			
156296	156300	has_token			
156296	156301	has_token			
156296	156302	has_token			
156296	156303	has_token			
156296	156304	has_token			
156297	156298	CommandNet>Relation			
156298	156299	CommandNet>Relation			
156298	156300	CommandNet>Relation			
156298	156301	CommandNet>Relation			
156298	156302	CommandNet>Relation			
156298	156303	CommandNet>Relation			
156298	156304	CommandNet>Relation			
156305	10	has			
156305	45	has	usd	9.95	
156305	46	has		1	
156305	47	has		25	
156305	48	has		1	
156305	20	has		item	
156305	49	has		9.95	
156244	156305	says			
155224	156305	has_obtainable			
156305	156306	token			
156305	156308	has_token			
156305	156309	has_token			
156305	156310	has_token			
156305	156311	has_token			
156305	156312	has_token			
156305	156313	has_token			
156306	156307	CommandNet>Relation			
156307	156308	CommandNet>Relation			
156307	156309	CommandNet>Relation			
156307	156310	CommandNet>Relation			
156307	156311	CommandNet>Relation			
156307	156312	CommandNet>Relation			
156307	156313	CommandNet>Relation			
156314	20	has		menu	
156314	10	has			
155224	156314	contains_group			
156315	10	has			
156315	45	has	usd	7.95	
156315	46	has		1	
156315	47	has		25	
156315	48	has		1	
156315	20	has		item	
156315	49	has		7.95	
156314	156315	says			
155224	156315	has_obtainable			
156315	156316	token			
156315	156318	has_token			
156315	156319	has_token			
156315	156320	has_token			
156315	156321	has_token			
156315	156322	has_token			
156315	156323	has_token			
156316	156317	CommandNet>Relation			
156317	156318	CommandNet>Relation			
156317	156319	CommandNet>Relation			
156317	156320	CommandNet>Relation			
